Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price,Flight_Status,Meal Cost,Status_Reason,Total_Seats_Present,Total_seats_Filled,Total_Seats_Vacant,Ratings
IndiGo,01/01/2024,Banglore,Delhi,BLR → DEL,16:55,19:45,2.5,0.0,12649,Completed,1735,Successful Flight,250.0,242.0,8.0,1.26
AirIndia,01/01/2024,Banglore,Delhi,BLR → CCU → GAU → DEL,11:05,22:10,11.5,2.0,13576,Completed,805,Successful Flight,450.0,437.0,13.0,4.31
IndiGo,01/01/2024,Banglore,Delhi,BLR → DEL,13:00,15:50,2.5,0.0,19685,Completed,1220,Successful Flight,250.0,249.0,1.0,3.97
AirIndia,01/01/2024,Banglore,Delhi,BLR → DEL,21:10,23:55,2.45,0.0,25703,Completed,1481,Successful Flight,450.0,437.0,13.0,2.18
JetAirways,01/01/2024,Banglore,Delhi,BLR → BOM → DEL,08:55,05:05,20.1,1.0,26890,Completed,1896,Successful Flight,430.0,429.0,1.0,3.41
JetAirways,01/01/2024,Banglore,Delhi,BLR → BOM → DEL,22:50,11:25,12.35,1.0,31825,Completed,1653,Successful Flight,430.0,415.0,15.0,2.01
JetAirways,01/01/2024,Banglore,Delhi,BLR → BOM → DEL,08:00,07:40,23.4,1.0,22270,Completed,1306,Successful Flight,430.0,412.0,18.0,1.66
IndiGo,01/01/2024,Chennai,Kolkata,MAA → CCU,07:55,10:15,2.2,0.0,8580,Completed,1307,Successful Flight,250.0,247.0,3.0,3.46
AirIndia,01/01/2024,Delhi,Cochin,DEL → BLR → COK,09:45,08:15,22.3,1.0,22798,Completed,1717,Successful Flight,450.0,435.0,15.0,2.94
AirIndia,01/01/2024,Banglore,Delhi,BLR → CCU → BBI → HYD → VGA → DEL,05:50,11:20,29.3,4.0,17686,Completed,1830,Successful Flight,450.0,435.0,15.0,4.8
IndiGo,01/01/2024,Banglore,Delhi,BLR → HYD → DEL,05:15,10:00,4.45,1.0,8064,Completed,1750,Successful Flight,250.0,246.0,4.0,1.08
JetAirways,01/01/2024,Banglore,Delhi,BLR → BOM → DEL,22:50,23:00,24.1,1.0,25735,Completed,944,Successful Flight,430.0,417.0,13.0,3.27
AirAsia,01/01/2024,Kolkata,Banglore,CCU → BLR,10:20,12:55,2.35,0.0,5620,Completed,1158,Successful Flight,340.0,340.0,0.0,2.74
Vistara,01/01/2024,Banglore,Delhi,BLR → DEL,19:40,22:20,2.4,0.0,21730,Completed,889,Successful Flight,300.0,280.0,20.0,1.46
JetAirways,01/01/2024,Banglore,Delhi,BLR → BOM → DEL,11:40,05:05,17.25,1.0,22270,Completed,1616,Successful Flight,430.0,422.0,8.0,3.89
AirIndia,01/01/2024,Banglore,Delhi,BLR → CCU → BBI → DEL,05:50,16:20,10.3,2.0,15119,Completed,1149,Successful Flight,450.0,433.0,17.0,2.28
AirIndia,01/01/2024,Banglore,Delhi,BLR → DEL,13:20,16:10,2.5,0.0,12526,Completed,1114,Successful Flight,450.0,446.0,4.0,2.61
AirIndia,01/01/2024,Banglore,Delhi,BLR → CCU → BBI → HYD → DEL,05:50,08:50,27.0,3.0,13081,Completed,995,Successful Flight,450.0,430.0,20.0,1.37
JetAirways,01/01/2024,Banglore,Delhi,BLR → BOM → DEL,05:45,21:20,15.35,1.0,27992,Completed,965,Successful Flight,430.0,420.0,10.0,4.03
AirIndia,01/01/2024,Banglore,Delhi,BLR → HYD → DEL,17:00,08:50,15.5,1.0,10981,Completed,1648,Successful Flight,450.0,433.0,17.0,2.22
AirIndia,01/01/2024,Banglore,Delhi,BLR → BBI → DEL,09:30,12:05,26.35,1.0,12704,Cancelled,1695,Security Concerns,450.0,0.0,450.0,0.0
AirIndia,01/01/2024,Banglore,Delhi,BLR → BOM → AMD → DEL,08:50,23:55,39.5,2.0,17135,Completed,1555,Successful Flight,450.0,435.0,15.0,3.8
JetAirways,01/01/2024,Banglore,Delhi,BLR → BOM → DEL,07:00,13:15,6.15,1.0,26890,Completed,1353,Successful Flight,430.0,424.0,6.0,2.22
AirIndia,01/01/2024,Banglore,Delhi,BLR → VGA → VTZ → DEL,10:30,17:45,7.15,2.0,17461,Completed,1863,Successful Flight,450.0,434.0,16.0,2.91
AirIndia,01/01/2024,Banglore,Delhi,BLR → BOM → DEL,06:45,12:15,5.3,1.0,23677,Completed,1276,Successful Flight,450.0,440.0,10.0,2.85
JetAirways,01/01/2024,Banglore,Delhi,BLR → BOM → DEL,07:00,20:20,13.2,1.0,27992,Completed,1965,Successful Flight,430.0,415.0,15.0,3.04
JetAirwaysBusiness,01/01/2024,Banglore,Delhi,BLR → MAA → DEL,09:45,14:25,4.4,1.0,57209,Cancelled,1155,Aircraft Maintenance,100.0,0.0,100.0,0.0
JetAirways,01/01/2024,Banglore,Delhi,BLR → BOM → DEL,07:00,05:05,22.5,1.0,26890,Completed,1249,Successful Flight,430.0,423.0,7.0,2.2
JetAirways,01/01/2024,Banglore,Delhi,BLR → BOM → DEL,18:40,09:00,14.2,1.0,31825,Completed,1185,Successful Flight,430.0,426.0,4.0,1.22
MultipleCarriers,01/01/2024,Delhi,Cochin,DEL → HYD → COK,14:35,22:20,7.45,1.0,14762,Completed,1345,Successful Flight,500.0,496.0,4.0,3.06
AirIndia,01/01/2024,Banglore,Delhi,BLR → BOM → BHO → DEL,06:45,09:25,26.4,2.0,26480,Completed,1347,Successful Flight,450.0,433.0,17.0,2.17
IndiGo,01/01/2024,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1.25,0.0,12475,Completed,1071,Successful Flight,250.0,247.0,3.0,4.37
JetAirways,01/01/2024,Banglore,Delhi,BLR → BOM → DEL,14:05,09:00,18.55,1.0,20800,Completed,1797,Successful Flight,430.0,422.0,8.0,4.07
IndiGo,01/01/2024,Kolkata,Banglore,CCU → BLR,21:25,00:05,2.4,0.0,4778,Completed,1060,Successful Flight,250.0,242.0,8.0,4.87
Vistara,01/01/2024,Banglore,Delhi,BLR → DEL,11:30,14:10,2.4,0.0,12648,Completed,849,Successful Flight,300.0,291.0,9.0,4.46
AirIndia,03/01/2024,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15,26.35,2.0,14011,Completed,1319,Successful Flight,450.0,442.0,8.0,1.52
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,15:25,01:35,10.1,1.0,15147,Completed,1493,Successful Flight,500.0,491.0,9.0,1.12
JetAirways,03/01/2024,Delhi,Cochin,DEL → BOM → COK,08:00,18:50,10.5,1.0,17024,Completed,950,Successful Flight,430.0,422.0,8.0,3.89
IndiGo,03/01/2024,Banglore,Delhi,BLR → DEL,18:55,21:45,2.5,0.0,8855,Completed,1917,Successful Flight,250.0,248.0,2.0,1.78
AirIndia,03/01/2024,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1.3,0.0,6092,Completed,1186,Successful Flight,450.0,434.0,16.0,3.83
IndiGo,03/01/2024,Banglore,Delhi,BLR → HYD → DEL,12:10,17:05,4.55,1.0,8738,Completed,1145,Successful Flight,250.0,241.0,9.0,2.66
JetAirways,03/01/2024,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50,37.25,2.0,18799,Completed,1990,Successful Flight,430.0,425.0,5.0,3.2
Vistara,03/01/2024,Delhi,Cochin,DEL → COK,06:00,09:10,3.1,0.0,8001,Completed,1795,Successful Flight,300.0,293.0,7.0,3.26
GoAir,03/01/2024,Banglore,Delhi,BLR → DEL,20:55,23:50,2.55,0.0,6722,Completed,1071,Successful Flight,150.0,144.0,6.0,4.81
AirIndia,03/01/2024,Delhi,Cochin,DEL → MAA → COK,06:05,09:25,27.2,1.0,14042,Completed,1115,Successful Flight,450.0,444.0,6.0,3.21
IndiGo,03/01/2024,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,8.35,1.0,14871,Cancelled,1292,Weather Conditions,250.0,0.0,250.0,0.0
IndiGo,03/01/2024,Delhi,Cochin,DEL → BOM → COK,09:10,21:00,11.5,1.0,14871,Completed,903,Successful Flight,250.0,242.0,8.0,4.28
IndiGo,03/01/2024,Chennai,Kolkata,MAA → CCU,14:40,17:05,2.25,0.0,7295,Completed,853,Successful Flight,250.0,242.0,8.0,1.74
IndiGo,03/01/2024,Delhi,Cochin,DEL → BOM → COK,17:30,01:35,8.5,1.0,14871,Completed,877,Successful Flight,250.0,245.0,5.0,3.06
VistaraPremiumEconomy,03/01/2024,Banglore,Delhi,BLR → DEL,16:00,18:35,2.35,0.0,11793,Completed,1656,Successful Flight,,,,2.67
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9.0,1.0,8552,Cancelled,1065,Security Concerns,500.0,0.0,500.0,0.0
AirAsia,03/01/2024,Delhi,Cochin,DEL → BLR → COK,16:45,22:15,5.3,1.0,13774,Completed,1613,Successful Flight,340.0,340.0,0.0,1.55
GoAir,03/01/2024,Delhi,Cochin,DEL → BOM → COK,07:00,12:50,5.5,1.0,7378,Completed,1149,Successful Flight,150.0,137.0,13.0,2.97
JetAirways,03/01/2024,Delhi,Cochin,DEL → BOM → COK,13:55,04:25,14.3,1.0,17024,Completed,1106,Successful Flight,430.0,416.0,14.0,3.85
AirIndia,03/01/2024,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15,21.15,2.0,22096,Completed,1536,Successful Flight,450.0,445.0,5.0,4.0
IndiGo,03/01/2024,Delhi,Cochin,DEL → HYD → MAA → COK,04:55,21:20,16.25,2.0,8899,Completed,1630,Successful Flight,250.0,245.0,5.0,3.51
JetAirways,03/01/2024,Delhi,Cochin,DEL → BOM → COK,09:55,04:25,18.3,1.0,19828,Completed,1007,Successful Flight,430.0,425.0,5.0,3.78
JetAirways,03/01/2024,Mumbai,Hyderabad,BOM → HYD,02:55,04:25,1.3,0.0,4050,Completed,1448,Successful Flight,430.0,412.0,18.0,3.17
AirIndia,03/01/2024,Banglore,Delhi,BLR → DEL,21:10,23:55,2.45,0.0,7591,Completed,997,Successful Flight,450.0,444.0,6.0,3.18
IndiGo,03/01/2024,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1.25,0.0,4784,Completed,1992,Successful Flight,250.0,247.0,3.0,3.3
AirIndia,03/01/2024,Banglore,Delhi,BLR → DEL,06:10,08:55,2.45,0.0,7591,Completed,1741,Successful Flight,450.0,437.0,13.0,3.51
AirIndia,03/01/2024,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15,26.35,2.0,14221,Completed,1397,Successful Flight,450.0,447.0,3.0,4.04
IndiGo,03/01/2024,Banglore,Delhi,BLR → LKO → DEL,05:25,10:10,4.45,1.0,7774,Completed,1761,Successful Flight,250.0,240.0,10.0,1.34
IndiGo,03/01/2024,Delhi,Cochin,DEL → BOM → COK,04:45,11:30,6.45,1.0,14871,Completed,1679,Successful Flight,250.0,248.0,2.0,3.54
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,17:00,01:35,8.35,1.0,17073,Completed,835,Successful Flight,500.0,487.0,13.0,2.48
AirIndia,03/01/2024,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25,26.2,2.0,9400,Completed,1461,Successful Flight,450.0,432.0,18.0,3.93
Vistara,03/01/2024,Banglore,Delhi,BLR → DEL,11:30,14:10,2.4,0.0,8028,Completed,1490,Successful Flight,300.0,297.0,3.0,4.03
IndiGo,03/01/2024,Chennai,Kolkata,MAA → CCU,22:05,00:25,2.2,0.0,5277,Completed,970,Successful Flight,250.0,242.0,8.0,4.26
AirIndia,03/01/2024,Delhi,Cochin,DEL → COK,18:05,21:10,3.5,0.0,8666,Completed,1049,Successful Flight,450.0,450.0,0.0,1.14
IndiGo,03/01/2024,Banglore,Delhi,BLR → DEL,00:40,03:25,2.45,0.0,6144,Completed,1987,Successful Flight,250.0,240.0,10.0,4.73
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,13:55,01:35,11.4,1.0,17057,Cancelled,1742,Aircraft Maintenance,500.0,0.0,500.0,0.0
IndiGo,03/01/2024,Delhi,Cochin,DEL → HYD → COK,06:40,16:10,9.3,1.0,9027,Completed,1401,Successful Flight,250.0,245.0,5.0,2.56
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,19:00,01:35,6.35,1.0,16775,Cancelled,1841,Weather Conditions,500.0,0.0,500.0,0.0
JetAirways,03/01/2024,Delhi,Cochin,DEL → BOM → COK,20:50,04:25,7.35,1.0,17234,Completed,1463,Successful Flight,430.0,419.0,11.0,3.0
IndiGo,03/01/2024,Delhi,Cochin,DEL → HYD → COK,06:40,22:20,15.4,1.0,11600,Completed,1955,Successful Flight,250.0,246.0,4.0,2.04
IndiGo,03/01/2024,Banglore,Delhi,BLR → DEL,04:00,06:50,2.5,0.0,6144,Completed,804,Successful Flight,250.0,242.0,8.0,2.39
AirIndia,03/01/2024,Banglore,Delhi,BLR → CCU → GAU → DEL,11:05,22:10,35.5,2.0,11791,Completed,1875,Successful Flight,450.0,450.0,0.0,3.97
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,21:20,14.15,2.0,8291,Completed,901,Successful Flight,500.0,492.0,8.0,4.98
AirIndia,03/01/2024,Banglore,Delhi,BLR → DEL,13:20,16:10,2.5,0.0,10216,Completed,1755,Successful Flight,450.0,436.0,14.0,1.54
JetAirways,03/01/2024,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25,47.0,2.0,20064,Completed,1787,Successful Flight,430.0,426.0,4.0,2.26
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → HYD → COK,09:45,22:20,12.35,1.0,13838,Completed,1095,Successful Flight,500.0,499.0,1.0,1.42
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,07:05,13:20,6.15,1.0,17057,Completed,1451,Successful Flight,500.0,484.0,16.0,3.23
AirIndia,03/01/2024,Banglore,Delhi,BLR → BBI → DEL,09:30,23:45,14.15,1.0,11654,Completed,886,Successful Flight,450.0,450.0,0.0,3.44
GoAir,03/01/2024,Banglore,Delhi,BLR → GOI → DEL,15:45,20:15,4.3,1.0,8352,Completed,1165,Successful Flight,150.0,150.0,0.0,3.8
IndiGo,03/01/2024,Delhi,Cochin,DEL → LKO → COK,05:35,10:10,4.35,1.0,13753,Completed,1378,Successful Flight,250.0,241.0,9.0,1.06
IndiGo,03/01/2024,Delhi,Cochin,DEL → HYD → COK,04:55,12:00,7.5,1.0,9585,Completed,1608,Successful Flight,250.0,241.0,9.0,2.42
IndiGo,03/01/2024,Banglore,Delhi,BLR → DEL,23:30,02:20,2.5,0.0,6144,Completed,1387,Successful Flight,250.0,242.0,8.0,4.42
IndiGo,03/01/2024,Banglore,Delhi,BLR → DEL,16:55,19:45,2.5,0.0,8855,Completed,1823,Successful Flight,250.0,247.0,3.0,2.2
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13.55,1.0,17057,Completed,1237,Successful Flight,500.0,499.0,1.0,1.33
SpiceJet,03/01/2024,Kolkata,Banglore,CCU → BLR,09:00,11:30,2.3,0.0,5515,Completed,1006,Successful Flight,390.0,385.0,5.0,1.05
IndiGo,03/01/2024,Kolkata,Banglore,CCU → BLR,20:25,23:05,2.4,0.0,6038,Completed,1704,Successful Flight,250.0,240.0,10.0,2.28
IndiGo,03/01/2024,Chennai,Kolkata,MAA → CCU,19:35,21:55,2.2,0.0,7295,Completed,1661,Successful Flight,250.0,248.0,2.0,1.66
IndiGo,03/01/2024,Delhi,Cochin,DEL → BOM → COK,15:00,01:35,10.35,1.0,14871,Completed,858,Successful Flight,250.0,249.0,1.0,4.83
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,07:30,18:50,11.2,1.0,15135,Completed,1045,Successful Flight,500.0,490.0,10.0,1.44
IndiGo,03/01/2024,Delhi,Cochin,DEL → BOM → COK,10:45,01:35,14.5,1.0,14871,Completed,1674,Successful Flight,250.0,243.0,7.0,1.49
Vistara,03/01/2024,Banglore,Delhi,BLR → DEL,19:40,22:20,2.4,0.0,11913,Completed,1529,Successful Flight,300.0,295.0,5.0,4.85
IndiGo,03/01/2024,Banglore,Delhi,BLR → HYD → DEL,07:30,12:20,4.5,1.0,6220,Completed,851,Successful Flight,250.0,249.0,1.0,1.21
IndiGo,03/01/2024,Banglore,Delhi,BLR → DEL,13:00,15:50,2.5,0.0,12649,Completed,1710,Successful Flight,250.0,241.0,9.0,3.21
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8.0,1.0,18286,Completed,1441,Successful Flight,500.0,482.0,18.0,1.06
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,10:20,01:35,15.15,1.0,15147,Completed,1726,Successful Flight,500.0,496.0,4.0,2.14
IndiGo,03/01/2024,Delhi,Cochin,DEL → MAA → COK,02:05,07:25,5.2,1.0,10394,Completed,2010,Successful Flight,250.0,249.0,1.0,2.16
AirAsia,03/01/2024,Banglore,Delhi,BLR → DEL,05:50,08:40,2.5,0.0,7074,Completed,1277,Successful Flight,340.0,340.0,0.0,4.0
AirIndia,03/01/2024,Banglore,Delhi,BLR → AMD → DEL,00:30,08:45,8.15,1.0,11392,Completed,1259,Successful Flight,450.0,431.0,19.0,2.58
AirIndia,03/01/2024,Banglore,Delhi,BLR → BOM → AMD → DEL,06:45,23:55,17.1,2.0,10573,Completed,1950,Successful Flight,450.0,438.0,12.0,3.85
IndiGo,03/01/2024,Delhi,Cochin,DEL → BBI → COK,02:35,08:30,5.55,1.0,13790,Completed,1479,Successful Flight,250.0,244.0,6.0,2.16
IndiGo,03/01/2024,Delhi,Cochin,DEL → BOM → COK,06:40,13:20,6.4,1.0,14871,Completed,1605,Successful Flight,250.0,240.0,10.0,1.66
JetAirways,03/01/2024,Delhi,Cochin,DEL → BOM → COK,02:15,04:25,26.1,1.0,17024,Completed,1558,Successful Flight,430.0,424.0,6.0,1.82
JetAirways,03/01/2024,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1.25,0.0,5678,Completed,1318,Successful Flight,430.0,423.0,7.0,2.87
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,08:00,18:50,10.5,1.0,15342,Completed,1965,Successful Flight,500.0,483.0,17.0,2.93
AirIndia,03/01/2024,Kolkata,Banglore,CCU → BLR,14:15,16:45,2.3,0.0,13885,Completed,1481,Successful Flight,450.0,440.0,10.0,3.44
AirIndia,03/01/2024,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,07:40,25.45,2.0,15113,Completed,837,Successful Flight,450.0,431.0,19.0,3.79
AirIndia,03/01/2024,Banglore,Delhi,BLR → DEL,17:00,19:45,2.45,0.0,19508,Completed,900,Successful Flight,450.0,447.0,3.0,3.28
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,08:00,15:30,7.3,1.0,15078,Completed,1743,Successful Flight,500.0,494.0,6.0,4.99
JetAirways,03/01/2024,Delhi,Cochin,DEL → BOM → COK,19:15,04:25,9.1,1.0,17234,Completed,986,Successful Flight,430.0,419.0,11.0,1.84
IndiGo,03/01/2024,Delhi,Cochin,DEL → BOM → COK,08:25,15:30,7.5,1.0,14871,Completed,1222,Successful Flight,250.0,245.0,5.0,4.08
SpiceJet,03/01/2024,Chennai,Kolkata,MAA → CCU,17:45,20:05,2.2,0.0,7298,Completed,1379,Successful Flight,390.0,389.0,1.0,2.4
IndiGo,03/01/2024,Banglore,Delhi,BLR → DEL,10:05,13:00,2.55,0.0,7648,Completed,1140,Successful Flight,250.0,245.0,5.0,3.35
AirAsia,03/01/2024,Banglore,Delhi,BLR → DEL,05:50,08:40,2.5,0.0,7652,Completed,1730,Successful Flight,340.0,336.0,4.0,3.22
AirIndia,03/01/2024,Banglore,Delhi,BLR → BOM → NAG → DEL,19:10,10:35,15.25,2.0,13355,Completed,1562,Successful Flight,450.0,438.0,12.0,4.95
IndiGo,03/01/2024,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1.25,0.0,4784,Completed,1560,Successful Flight,250.0,247.0,3.0,1.06
AirIndia,03/01/2024,Delhi,Cochin,DEL → BLR → COK,06:10,08:15,26.5,1.0,13348,Completed,963,Successful Flight,450.0,432.0,18.0,2.71
AirIndia,03/01/2024,Banglore,Delhi,BLR → AMD → DEL,00:30,23:55,23.25,1.0,10394,Completed,1896,Successful Flight,450.0,450.0,0.0,4.5
IndiGo,03/01/2024,Banglore,Delhi,BLR → DEL,18:25,21:20,2.55,0.0,7648,Completed,954,Successful Flight,250.0,242.0,8.0,2.84
IndiGo,03/01/2024,Banglore,Delhi,BLR → DEL,10:05,13:00,2.55,0.0,7648,Completed,922,Successful Flight,250.0,245.0,5.0,3.95
AirIndia,03/01/2024,Banglore,Delhi,BLR → BOM → IDR → DEL,06:45,11:10,28.25,2.0,12599,Completed,1711,Successful Flight,450.0,435.0,15.0,2.92
IndiGo,03/01/2024,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1.3,0.0,4575,Completed,1074,Successful Flight,250.0,245.0,5.0,3.18
JetAirways,03/01/2024,Delhi,Cochin,DEL → BOM → COK,08:00,04:25,20.25,1.0,17024,Completed,1449,Successful Flight,430.0,417.0,13.0,2.83
Vistara,03/01/2024,Banglore,Delhi,BLR → DEL,19:40,22:20,2.4,0.0,8553,Completed,941,Successful Flight,300.0,287.0,13.0,2.34
AirIndia,03/01/2024,Banglore,Delhi,BLR → VGA → HYD → DEL,10:30,21:25,10.55,2.0,11003,Completed,1386,Successful Flight,450.0,439.0,11.0,4.73
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,21:00,9.25,3.0,21829,Completed,1996,Successful Flight,500.0,500.0,0.0,2.28
SpiceJet,03/01/2024,Banglore,Delhi,BLR → DEL,09:35,12:30,2.55,0.0,7648,Completed,1574,Successful Flight,390.0,386.0,4.0,1.13
SpiceJet,03/01/2024,Banglore,Delhi,BLR → DEL,09:35,12:30,2.55,0.0,6860,Completed,1100,Successful Flight,390.0,384.0,6.0,2.14
SpiceJet,03/01/2024,Delhi,Cochin,DEL → BLR → COK,16:35,22:50,6.15,1.0,11726,Completed,1877,Successful Flight,390.0,382.0,8.0,2.41
IndiGo,03/01/2024,Delhi,Cochin,DEL → HYD → COK,07:35,22:20,14.45,1.0,11600,Completed,1559,Successful Flight,250.0,243.0,7.0,1.02
IndiGo,03/01/2024,Mumbai,Hyderabad,BOM → HYD,19:05,20:30,1.25,0.0,5755,Completed,1294,Successful Flight,250.0,243.0,7.0,4.77
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,04:00,15:30,11.3,1.0,14973,Completed,1111,Successful Flight,500.0,489.0,11.0,1.77
JetAirways,03/01/2024,Banglore,Delhi,BLR → BOM → DEL,05:45,05:05,23.2,1.0,11087,Completed,1988,Successful Flight,430.0,419.0,11.0,2.77
IndiGo,03/01/2024,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,1.25,0.0,5755,Completed,1820,Successful Flight,250.0,240.0,10.0,1.38
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10.4,1.0,15147,Completed,1741,Successful Flight,500.0,483.0,17.0,4.28
AirIndia,03/01/2024,Delhi,Cochin,DEL → MAA → COK,17:20,09:25,16.5,1.0,16352,Completed,1695,Successful Flight,450.0,433.0,17.0,1.95
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,17:30,01:35,8.5,1.0,17057,Completed,1673,Successful Flight,500.0,493.0,7.0,3.44
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,13:55,21:00,7.5,1.0,17057,Completed,1313,Successful Flight,500.0,484.0,16.0,1.82
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → HYD → COK,13:05,22:20,9.15,1.0,14153,Completed,1926,Successful Flight,500.0,494.0,6.0,4.73
IndiGo,03/01/2024,Chennai,Kolkata,MAA → CCU,05:15,07:35,2.2,0.0,6482,Completed,1198,Successful Flight,250.0,243.0,7.0,2.83
SpiceJet,03/01/2024,Banglore,Delhi,BLR → HYD → DEL,15:35,23:40,8.5,1.0,6315,Completed,1161,Successful Flight,390.0,388.0,2.0,1.63
JetAirways,03/01/2024,Delhi,Cochin,DEL → UDR → BOM → COK,18:20,18:50,24.3,2.0,20747,Completed,1454,Successful Flight,430.0,422.0,8.0,3.25
JetAirways,03/01/2024,Delhi,Cochin,DEL → BOM → COK,02:15,18:50,16.35,1.0,17024,Completed,1239,Successful Flight,430.0,414.0,16.0,4.34
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → HYD → COK,07:10,22:20,15.1,1.0,11125,Completed,999,Successful Flight,500.0,492.0,8.0,4.43
SpiceJet,03/01/2024,Kolkata,Banglore,CCU → BLR,17:15,19:45,2.3,0.0,6251,Completed,1829,Successful Flight,390.0,384.0,6.0,3.42
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,18:00,01:35,7.35,1.0,17703,Completed,931,Successful Flight,500.0,492.0,8.0,1.13
JetAirways,03/01/2024,Delhi,Cochin,DEL → BOM → COK,11:30,04:25,16.55,1.0,19828,Completed,1289,Successful Flight,430.0,426.0,4.0,4.44
AirIndia,03/01/2024,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1.2,0.0,4937,Completed,1662,Successful Flight,450.0,438.0,12.0,2.86
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,04:00,11:30,7.3,1.0,14973,Completed,1887,Successful Flight,500.0,494.0,6.0,2.81
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,16:00,01:35,9.35,1.0,21226,Completed,1456,Successful Flight,500.0,494.0,6.0,2.77
IndiGo,03/01/2024,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7.35,1.0,7663,Completed,1885,Successful Flight,250.0,240.0,10.0,4.0
AirIndia,03/01/2024,Banglore,Delhi,BLR → DEL,10:00,12:45,2.45,0.0,8588,Completed,1944,Successful Flight,450.0,436.0,14.0,2.73
GoAir,03/01/2024,Banglore,Delhi,BLR → DEL,11:40,14:35,2.55,0.0,7646,Completed,1405,Successful Flight,150.0,142.0,8.0,4.18
IndiGo,03/01/2024,Kolkata,Banglore,CCU → BLR,09:35,12:20,2.45,0.0,6565,Completed,887,Successful Flight,250.0,242.0,8.0,4.46
IndiGo,03/01/2024,Delhi,Cochin,DEL → HYD → COK,06:40,12:00,5.2,1.0,9304,Completed,1415,Successful Flight,250.0,241.0,9.0,3.56
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7.2,1.0,15135,Completed,1055,Successful Flight,500.0,497.0,3.0,2.04
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,10:00,01:35,15.35,1.0,16863,Completed,1250,Successful Flight,500.0,488.0,12.0,2.11
IndiGo,03/01/2024,Delhi,Cochin,DEL → BOM → COK,04:45,15:30,10.45,1.0,14871,Completed,1465,Successful Flight,250.0,246.0,4.0,4.02
SpiceJet,03/01/2024,Kolkata,Banglore,CCU → BLR,06:55,09:35,2.4,0.0,4622,Completed,1811,Successful Flight,390.0,386.0,4.0,2.15
IndiGo,03/01/2024,Delhi,Cochin,DEL → HYD → MAA → COK,08:35,21:20,12.45,2.0,8049,Completed,1205,Successful Flight,250.0,249.0,1.0,4.68
MultipleCarriers,03/01/2024,Delhi,Cochin,DEL → BOM → COK,19:00,01:35,6.35,1.0,15288,Completed,1459,Successful Flight,500.0,482.0,18.0,2.07
IndiGo,03/01/2024,Delhi,Cochin,DEL → BLR → COK,05:05,10:05,5.0,1.0,9581,Completed,1600,Successful Flight,250.0,243.0,7.0,2.83
